context,text
meat vegetable plate,Some meat and vegetables are on the plate.
lay rug dog,A dog laying on a rug.
airport aircraft park,aircraft parked at the airport
ride rail skateboarder,A skateboarder rides the rails.
elephant trunk ear,An elephant is itching his ear with his trunk.
fun beach friend,group of multi ethnic friends having fun at the beach
window image bathroom,"Image of a vanity, shower and open window in a bathroom."
beach tow boat,towing a boat along the beach in a city
toy cat lie,A cat is playing with its toy while lying down.
family picnic friend,A family or a group of friends are having a picnic in what appears to be a park.
lie foundation worker,Two construction workers lay cement for a foundation.
plane runway taxi,a plane is beginning to taxi down the runway
graze grass horse,Two horses grazing out in the grass 
rise field sun,a field of ripe rye against the rising sun
tide boat ground,old boats grounded at low tide in the harbour .
flock sheep shepherd,shepherds taking their flock of sheep into the hills
skier slope sky,skier on a slope against the cloudy sky
trunk tree grow,trees with ivy growing up the trunk
sky air airplane,airplane turn around in the air under dense clouds of overcast sky
forest fly tree,camera flies near trees in the coniferous forest
plane disembark passenger,passengers disembark from a plane
track city train,train on the track in city
plain walk zebra,A herd of zebras walking through a plain. 
walk giraffe plain,A giraffe is walking across an open plain. 
snow angel lie,playful little girl lying in the powder snow and makes an angel
sleep mother crib,mother putting baby to sleep at the crib
sky cloud day,sky with clouds on a sunny day
leave station watch,A bald man watches as a woman leaves the train station.
day city train,at a city earlier in the day as the train sprinted .
tree lot field,A field with a lot of dead trees.
book cat lie,little cat lying on the book
field sky tree,oak tree in a field on blue sky
protect sunglass eye,The sunglasses are protecting the boys eyes.
add color bathroom,tile adds interest and color to a minimal bathroom
walk lake bridge,People walk on a small bridge over a lake.
whisper secret friend,woman whispering a secret into her friends ear in cafe
window image bathroom,image result for tiniest bathroom like the shelf over the window
laptop student research,A graduate student stays up late to do research on his laptop.
train come stop,the subway train comes to a stop
row wall mount,Several different types of pendulum clocks mounted in two rows on  a wall.
topping pizza lot,A pizza that has a lot of toppings on it.
snowboarder jacket snowboard,a male snowboarder in a white jacket and his snowboard
wall screen mount,A television screen is mounted in the wall of the bathroom.
squirrel eat nut,red squirrel eats a nut .
stand zebra plain,Several black and white zebras stand on a grassy plain.
walk giraffe savannah,male giraffe walks around in the savannah
feed seagull beach,young boys feed seagulls on the beach
shelf book stand,the book standing up in a white shelf .
stand zebra plain,Four zebras stand together in a grassy plain.
eat tree top,giraffe eating at the tops of trees
sheep field flock,flock of sheep in a field
pastor give sermon,People excitedly cheer as a pastor gives his sermon in mass.
gather hole elephant,A herd of African elephants gather at a water hole
train country travel,A train traveling down a track in the country.
wheat field grow,wheat growing on the field
shot station train,an establishing shot of a subway train leaving station
mountain come train,the mountain and green train coming
restaurant employee work,The employee works for the restaurant.
hide cat bag,A cat is either stuck or hiding with a bag. 
lay sofa dog,A dog lays on a woman on a sofa.
countryside speed train,train in livery speeding through the countryside
bathroom toilet bidet,The small bathroom has a bidet next to the toilet.
plane airport park,planes parked at an airport
pizza pepper cheese,"Two partial pizzas with cheese, olives, green peppers and tomatoes."
hold grill plate,woman holding plate of grilled vegetables in a restaurant
coffee cup morning,kick off your morning with a cup of coffee .
clothe hang rack,clothes hanging on the rack
desktop laptop desk,A desk with two laptops and one desktop.
passenger luggage airport,A group of passengers and their luggage at an airport.
image train track,an image of train moving down the tracks
herd eat sheep,a herd of sheep on a hill eating grass 
sheep eat day,A group of sheep eating grass on a very sunny day. 
water fountain shoot,water shooting out of a fountain
cheese pizza tomato,A pizza with cheese and tomatoes on it.
fly sea plane,the plane flies over the sea .
train tunnel track,A train on tracks taken from a tunnel.
mother playground daughter,mother and daughter having fun on the playground
laptop lie desk,A cat lazily lying on a laptop on a desk.
fruit cereal breakfast,fruits and cereals for a healthy breakfast
plate salad cheese,A plate holds pasta salad with cheese and vegetables. 
bridge cross dog,A dog crossed a dim bridge.
plane disembark passenger,Plane on tarmac with tunnel for passengers to disembark.
lunch daughter mother,The mother and daughter are meeting over lunch.
top crane building,a crane hoists a steel beam to the top of the building
harbor ship dock,ship docked in the harbor
oatmeal fruit bowl,Some oatmeal and fruit are in a bowl.
coast rock sea,rock on coast at the sea
giraffes tree eat,Two giraffes eating grass off from tree 
family fun park,family playing soccer in the park and having fun
horse walk meadow,white horse walking on the meadow
leader politician meet,politician arrives to meet religious leader
watch train station,A train pulls into a station as people watch.
yacht marina moor,yachts moored at a marina
team match footballer,footballer and team mates before the match .
track countryside train,A small commuter train traveling on tracks through the countryside.
