context,text
ribbon tie package,A woman describes wire ribbon while tying a bow on a package using gold ribbon.
keep watch soldier,A soldier is outside keeping watch.
keep watch soldier,a soldier keeps watch on the south coast
keep watch soldier,a soldier keeping watch for more asylum seeking ethnicity .
mother playground daughter,mother and daughter having fun on the playground
mother playground daughter,mother and daughter going to the playground in winter
chairlift skier mountain,chairlift with skiers and the mountains behind
chairlift skier mountain,chairlift with skiers over a snowy alpine mountain
chairlift skier mountain,skiers make their way up the mountain in a chairlift
savanna zebra stand,zebra standing in profile on the savanna
savanna zebra stand,A zebra stands alone in a grassy savanna.
savanna zebra stand,A trio of zebras stand in the lush savanna.
hill climb hiker,a hiker is climbing a hill
hill climb hiker,hikers climb up a hill on their way to the summit
hill climb hiker,A hiker climbing a rocky hill with fog surrounding him.
sheep pasture goat,goats and sheep in the pasture
sheep pasture goat,Goats and a sheep sharing a green pasture.
sheep pasture goat,a bunch of sheep or goats in a pasture together
golfer green shot,golfer study the green before putting shot
golfer green shot,golfer making his second shot to the third green .
golfer green shot,golfer plays his second shot into the fourth green during day
sauce spread crust,A man is spreading marinara sauce on a pizza crust.
sauce spread crust,A girl uses a spoon to spread sauce onto two small pizza crusts.
appear cloud moon,an orange moon appears between the clouds
appear cloud moon,"A full moon appears, half hidden by clouds."
appear cloud moon,The moon appears from behind a bank of cloud.
corner train come,a freight train comes around the corner .
corner train come,A train coming out of a tunnel and rounding a corner.
corner train come,A long red and blue train coming around a corner on the tracks.
approach train stop,the train approaches a stop
approach train stop,there is a train that is approaching the train stop
approach train stop,The cargo train is slowing down as it approaches the next stop
bacon fill plate,a plate filled with green veggies and bacon
bacon fill plate,bacon wrapped cheddar filled meatballs and broccoli on a plate
flower arrangement cut,A woman cutting flowers a wire to create floral arrangements.
flower arrangement cut,a beautiful arrangement of flowers from the cutting garden at reception
flower arrangement cut,"A florist demonstrates how to staple leaves together, and cuts flowers for an arrangement."
throw ring punch,boxer throws punches at opponent against the rings
throw ring punch,A couple of men are throwing punches inside a boxing ring.
throw ring punch,The two boxers move around the ring throwing punches at each other.
test study student,A student studying for a test.
test study student,The student is studying for her test tomorrow.
park rail ride,Skateboarder riding a rail at the park
park rail ride,a train in a park rides the rails fastly
add color bathroom,tile adds interest and color to a minimal bathroom
add color bathroom,lush green canopy outside adds color to the minimal bathroom
add color bathroom,painted crown molding adds a great punch of color to this bathroom
tunnel travel light,car travels into light in a tunnel
tunnel travel light,traveling in speed through a tunnel of lights
skier snow lay,happy skier laying as a star on the snow
skier snow lay,couple of skiers laying down in the snow
bear look cub,The mama bear looks over as she feeds her two cubs.  
bear look cub,A defensive looking bear hovering over its baby cubs.
bear look cub,a grizzly bear cub looks out for other bears before nursing .
fill city boat,A canal going through a city filled with boats.
fill city boat,a city showing the calm harbor filled with commercial fishing boats at sunrise
noodle plate serve,Beef a vegetables are served on a plate with noodles. 
noodle plate serve,A delicious plate of noodles being served to someone who ordered it. 
bridge park pond,the bridge and pond in the park
bridge park pond,the small shabby bridge in park over a pond
bridge park pond,old arch bridge is crossing the small pond of city park
shelf mount wall,a wall mounted book shelf made from a pallet
shelf mount wall,A TV mounted inside of a wall between two shelfs.
shelf mount wall,A wall mounted with white shelves filled with clocks.
mount wall frame,frame for a wall mounted tv
mount wall frame,A stuffed teddy bear mounted on the wall in a frame.
mount wall frame,love this concept of a flat screen tv in an antique frame mounted on the wall .
fruit variety plate,varieties of passion fruit on a plate
fruit variety plate,This plate has three varieties of fruit o it.
cloud train smoke,train behind a cloud of smoke
cloud train smoke,Some big clouds of smoke coming out of a big train.
cloud train smoke,steam train emerging from a tunnel in a cloud of smoke
cliff climber ascend,a rock climber ascends a cliff
cliff climber ascend,climbers ascend a steep cliff over waterfall
cliff climber ascend,climber ascending a cliff above distant mountains
cloud fly layer,the plane flies between layers of clouds
cloud fly layer,An airplane wing flying over layer of white clouds. 
room cushion sofa,the room has a brown sofa with red cushions 
room cushion sofa,large painting on wall above blue sofa with contrasting cushions in a nineties living room
skier travel mountain,The skiers travel towards the mountains.
